Grade Level Range,Math Topic,Specific Objective,Written Story,Video,Lesson Plan,BWE Topic
3rd - 5th,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-geometry-topic#concept-intro"",""Geometry"")","=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-geometry-topic#cc-4th-constructing-angles"",""Constructing angles"")","=HYPERLINK(""https://docs.google.com/document/d/1z558wLKMNd-aDCodAyzFtilRDNDrk2yG5j93wgJPNF4/edit?usp=sharing"",""Manasi Makes Bags"")","=HYPERLINK(""https://vimeo.com/146828879"",""I am Manasi"")","=HYPERLINK(""https://docs.google.com/document/d/1t_UsFHN5n4ZLX86XbbZEAk3cb_ZyKizG0Mbs2N24R7Q/edit?usp=sharing"",""Wonderful Work"")","Stuff, Business "
3rd - 5th,Geometry,Constructing angles,"=HYPERLINK(""https://docs.google.com/document/d/16mgmn7zynOD63VCBxMbhibe3ahXxAzFFjORa0VKByQM/edit?usp=sharing"",""I am Divine"")","=HYPERLINK(""https://vimeo.com/165844648"",""I am Divine"")","=HYPERLINK(""https://docs.google.com/document/d/1j0eZg2zAitoq5ayprPE5bYG1Bt6anYb4WjBBQWZeGSg/edit?usp=sharing"",""Coming Together"")",humanity
3rd - 5th,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-geometry-topic#concept-intro"",""Geometry"")","=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-geometry-topic#cc-4th-angles-in-circle"",""Angles in circles"")","=HYPERLINK(""https://docs.google.com/document/d/1HQO3unPNcrlDTyABfTo2N_vAf9NzHaUQTs4jBJp2Shc/edit?usp=sharing"",""Pak Paryono Goes to a Meeting"")","=HYPERLINK(""https://vimeo.com/186214215"",""I am Pak Paryono"")","=HYPERLINK(""https://docs.google.com/document/d/1W7hpiGg2An8Z-Orw4e7YbFteBKqBqzJt1ap2dypbyuo/edit?usp=sharing"",""Classroom Cooperative"")",Business
3rd - 5th,Geometry,Angles in circles,"=HYPERLINK(""https://docs.google.com/document/d/16mgmn7zynOD63VCBxMbhibe3ahXxAzFFjORa0VKByQM/edit?usp=sharing"",""I am Divine"")","=HYPERLINK(""https://vimeo.com/165844648"",""I am Divine"")","=HYPERLINK(""https://docs.google.com/document/d/1j0eZg2zAitoq5ayprPE5bYG1Bt6anYb4WjBBQWZeGSg/edit?usp=sharing"",""Coming Together"")",humanity
3rd - 5th,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-geometry-topic#concept-intro"",""Geometry"")","=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-geometry-topic#cc-4th-interpreting-angles"",""Angle types"")","=HYPERLINK(""https://docs.google.com/document/d/1iBtj017MYw4Bkq7kl8l9t5wUdHqJewWIlLL5V6HVsE0/edit?usp=sharing"",""Pak Paryono Runs a Business"")","=HYPERLINK(""https://vimeo.com/186214215"",""I am Pak Paryono"")","=HYPERLINK(""https://docs.google.com/document/d/1TZ4eqAgLmEu6OKpb2oKVrSk2bpFXU2laZNlI7fTJZ1Q/edit?usp=sharing"",""Fair is Fair"")",Business
3rd - 5th,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-geometry-topic#concept-intro"",""Geometry"")",Angle types,"=HYPERLINK(""https://docs.google.com/document/d/1z558wLKMNd-aDCodAyzFtilRDNDrk2yG5j93wgJPNF4/edit?usp=sharing"",""Manasi Makes Bags"")","=HYPERLINK(""https://vimeo.com/146828879"",""I am Manasi"")","=HYPERLINK(""https://docs.google.com/document/d/1t_UsFHN5n4ZLX86XbbZEAk3cb_ZyKizG0Mbs2N24R7Q/edit?usp=sharing"",""Wonderful Work"")","Stuff, Business"
3rd - 5th,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-geometry-topic#concept-intro"",""Geometry"")","=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-geometry-topic#4th-decomposing-angles"",""Decomposing angles"")","=HYPERLINK(""https://docs.google.com/document/d/1iBtj017MYw4Bkq7kl8l9t5wUdHqJewWIlLL5V6HVsE0/edit?usp=sharing"",""Pak Paryono Runs a Business"")","=HYPERLINK(""https://vimeo.com/186214215"",""I am Pak Paryono"")","=HYPERLINK(""https://docs.google.com/document/d/1TZ4eqAgLmEu6OKpb2oKVrSk2bpFXU2laZNlI7fTJZ1Q/edit?usp=sharing"",""Fair is Fair"")",Business
3rd - 5th,Geometry,Decomposing angles,"=HYPERLINK(""https://docs.google.com/document/d/16mgmn7zynOD63VCBxMbhibe3ahXxAzFFjORa0VKByQM/edit?usp=sharing"",""I am Divine"")","=HYPERLINK(""https://vimeo.com/165844648"",""I am Divine"")","=HYPERLINK(""https://docs.google.com/document/d/1j0eZg2zAitoq5ayprPE5bYG1Bt6anYb4WjBBQWZeGSg/edit?usp=sharing"",""Coming Together"")",humanity
3rd - 5th,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-geometry-topic#concept-intro"",""Geometry"")","=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-geometry-topic#cc-4th-line-of-symmetry"",""Line of symmetry"")","=HYPERLINK(""https://docs.google.com/document/d/1oG2PgT7H72ayTRY2Ut2jbJS7dFOuCjvzOsyVQt7VEGo/edit?usp=sharing"",""Cristhian Learns by Doing"")","=HYPERLINK(""https://vimeo.com/185416714"",""I am Cristhian"")","=HYPERLINK(""https://docs.google.com/document/d/1fdzkPXlmNmfKHotRHDfPkByeJugLeD2P-qqZhdaPnik/edit?usp=sharing"",""Help Me Help You"")","Humanity, universe"
3rd - 5th,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-geometry-topic#concept-intro"",""Geometry"")",Line of symmetry,"=HYPERLINK(""https://docs.google.com/document/d/1n7s8nGiCNDo-pA7O0lWEGCPxD4xLeBKWeInnkfeZIEM/edit?usp=sharing"",""Cristhian's School Journey"")","=HYPERLINK(""https://vimeo.com/185416714"",""I am Cristhian"")","=HYPERLINK(""https://docs.google.com/document/d/1nAf-9I0uQJdrI5NamAdRhQx_n2SWAriWzy2yGcqxiD8/edit?usp=sharing"",""Being Brave"")",Humanity
3rd - 5th,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-geometry-topic#concept-intro"",""Geometry"")","=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-geometry-topic#cc-4th-classifying-triangles"",""Classifying triangles"")","=HYPERLINK(""https://docs.google.com/document/d/1PVH-BGuMzWHJuxVNQ4hqGTlWIuxCs0BJmE3ip76982A/edit?usp=sharing"",""I am Pak Paryono"")","=HYPERLINK(""https://vimeo.com/186214215"",""I am Pak Paryono"")","=HYPERLINK(""https://docs.google.com/document/d/1A_fulzaNOpZEai4rNhs8Sz7OypvoXC-Qao8kciCZpcE/edit?usp=sharing"",""Growing Goals"")",Humanity
3rd - 5th,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-geometry-topic#concept-intro"",""Geometry"")",Classifying triangles,"=HYPERLINK(""https://docs.google.com/document/d/1HQO3unPNcrlDTyABfTo2N_vAf9NzHaUQTs4jBJp2Shc/edit?usp=sharing"",""Pak Paryono Goes to a Meeting"")","=HYPERLINK(""https://vimeo.com/186214215"",""I am Pak Paryono"")","=HYPERLINK(""https://docs.google.com/document/d/1W7hpiGg2An8Z-Orw4e7YbFteBKqBqzJt1ap2dypbyuo/edit?usp=sharing"",""Classroom Cooperative"")",Business
3rd - 5th,Geometry,Classifying triangles,"=HYPERLINK(""https://docs.google.com/document/d/16mgmn7zynOD63VCBxMbhibe3ahXxAzFFjORa0VKByQM/edit?usp=sharing"",""I am Divine"")","=HYPERLINK(""https://vimeo.com/165844648"",""I am Divine"")","=HYPERLINK(""https://docs.google.com/document/d/1j0eZg2zAitoq5ayprPE5bYG1Bt6anYb4WjBBQWZeGSg/edit?usp=sharing"",""Coming Together"")",humanity
